service,entityType,name,label,type,maxLength,key,selectProperty
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYHEADTYPE,EWMDeliveryDocumentCategory,Document Category,String,3.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,SalesDistrict,Sales District,String,6.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOC_TYPE,PostingDate,Posting Date,Date,,,
API_CNSLDTNCUSTOMER,CNSLDTNCUSTOMERTEXT_TYPE,CustomerName,Customer Description,String,80.0,,
API_MEASURINGPOINT,MSRGPOINTCONDITION_TYPE,MsrgPointConditionPriority,Priority,String,1.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterTypeCode,Work Center Type Code,String,2.0,True,
API_MEASURINGPOINT,MEASURINGPOINTLONGTEXTTYPE,MeasuringPointLongText,Long Text,String,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,EWMCanceledWarehouseTask,,String,12.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,CapacityQuantityUnit,Capacity Unit,String,3.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,EmrkdFndsItmIsCompleted,Item Completed,Boolean,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,CreationDate,Created On,Date,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,CapacityIsExcldFrmLongTermPlng,No LongTerm Planning,Boolean,,,
API_SALESORDER,SALESORDERITEM_TYPE,MaxNmbrOfPartialDelivery,Number of Partial Deliveries,Decimal,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,Region,Region,String,3.0,,
API_SALESORDER,SALESORDERITEM_TYPE,RequestedDeliveryDate,Requested Delivery Date,Date,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,DocumentReferenceID,Reference,String,16.0,,
API_WORK_CENTER,WORKCENTERCOSTCENTERTYPE,CostCtrActivityType,Activity Type,String,6.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceDocChangedDateTime,Changed On,DateTimeOffset,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,DownPaymentPercentageOfTotAmt,Down Payment %,Decimal,,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityInternalID,Capacity ID,String,8.0,True,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,OpenAmountInProjectCurrency,Open Amt Proj Crcy,Decimal,,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,ShiftDefValidityStartDate,Start Date,Date,,,
API_WORK_CENTER,WORKCENTERCOSTCENTERTYPE,CostCtrActyTypeIncntvWageCode,Incentive wages ind.,String,1.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,EWMConsolidationGroup,Consolidation Group,String,10.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,EmrkdFndsOpenAmtInCCCrcy,Open Amount in Local Currency,Decimal,,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,CountryOfOrigin,Ctry/Reg. of Origin,String,3.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,AbsoluteExchangeRate,Absolute Exchange Rate,Decimal,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,ScheduleLineOrderQuantity,Scheduled Quantity,Decimal,,,
API_PROJECTBILLINGREQUEST,WRITTENOFFPRJBLGELMENTRDETS_TYPE,QuantityUnit,Unit of measure,String,3.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,PlannedOrder,Planned Order,String,10.0,True,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,PurchaseOrderByCustomer,Ext. Reference,String,35.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspBaseDocumentItem,BTD Item ID,String,10.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,SrvcDocRejectionStatus,Rejection Status,String,1.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceContractItem,Item Number in Doc.,String,6.0,True,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BillingQuantityInBaseUnit,Billing Qty in SKU,Decimal,,,
API_WORK_CENTER,WORKCENTERPOOLEDCAPACITYTYPE,OtherCapRequirementFormula,Other Formula,String,6.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,WorkCenter,Work Center,String,8.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,ExchangeRateDate,Translation Date,Date,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterLocationGroup,Location Group,String,4.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,CentralRequestForQuotationItem,Central RFQ Item,String,5.0,True,
API_CNTRLREQFORQUOTATION,CENTRALRFQITEMDISTRIBUTIONTYPE,PurgDocItmDistrLineDeltnCode,Deltn Indicator,String,3.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ProductCollection,Collection,String,10.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,SAP__Messages,,Other,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,CapacityResponsiblePlanner,Capacity Planner,String,3.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,Batch,Batch,String,10.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,ScheduleLine,Schedule Line,String,4.0,True,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceContractStartDateTime,Contract Start Date,DateTimeOffset,,,
API_SALESORDER,SALESORDERITEM_TYPE,PricingDate,Pricing Date,Date,,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,PaymentTerms,Payment Terms,String,4.0,,True
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,IsReturnsItem,Returns Item,Boolean,,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,Plant,Plant,String,4.0,,
API_SALESORDER,SALESORDERITEM_TYPE,ItemGrossWeight,Gross Weight,Decimal,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,QuantityUnit,Unit of measure,String,3.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemCategory,Item Category,String,3.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ProjBillgReqItmCrtedAtDteTme,Created On,DateTimeOffset,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,GlobalCurrency,Global Currency,String,3.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspEquipCapacityVolume,Equipment Capacity Volume,Decimal,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,LastChangeDateTime,Time Stamp,DateTimeOffset,,,
API_SALESORDER,SALESORDER_TYPE,DeliveryDateTypeRule,Delivery Date Rule,String,1.0,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATETRANS_TYPE,MarketingDeductionRateAmount,Deduction Rate,Decimal,,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,PaymentMethod,Payment Method,String,1.0,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,StagingArea,Staging Area,String,4.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,EWMWarehouse,Warehouse Number,String,4.0,True,
API_CNSLDTNGROUPSTRUCTURE,CNSLDTNGRPSTRUCMETHASSGMT_TYPE,ConsolidationUnit,Consolidation Unit,String,18.0,True,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTPARTNER_TYPE,ContactPerson,Contact Person,String,10.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,Batch,Batch,String,10.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurchasingInfoRecord,Purchasing Info Rec.,String,10.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemType,Item Type,String,4.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,WrkCtrHasLeadingCapacity,Work Center has leading capacity,Boolean,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,ReferencedCapacityInternalID,Referenced Capacity ID,String,8.0,,
API_SALESORDER,SALESORDER_TYPE,PricingDate,Pricing Date,Date,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,OpenAmountInTransCrcy,Open Amt Trans Crcy,Decimal,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,IsIntrastatReportingRelevant,Intrastat Relevance,Boolean,,,
API_RFM_ASSORTMENT_MODULE,EXPLCTASSTMTMDLUSRPRODEXCLSN_TYPE,AssortmentModuleUUID,Assortment UUID,Guid,,True,
API_CNSLDTNMATERIALGROUP,CNSLDTNMATERIALGROUP_TYPE,MaterialGroup,Material Group,String,9.0,True,
API_ENTPROJECTPROFILECODE,PROJECTPROFILECODETYPE,ProjectProfileCode,Project Profile,String,7.0,True,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,LastChangedByUser,User Name,String,12.0,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,FollowUpMaterial,Follow-Up / Original Material,String,18.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ToBePostponedAmtInTransacCrcy,Amt ToPostpn TrCrcy,Decimal,,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceContractItemIsRejected,Cancellation Status,Boolean,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTTEXT_TYPE,Language,Language Key,String,2.0,True,
API_SALESORDER,SALESORDERITEM_TYPE,TransactionCurrency,Document Currency,String,3.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYSHIFTTYPE,OperatingDurationInSeconds,Operating Duration,Int32,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOC_TYPE,EarmarkedFundsHeaderText,Document Header Text,String,50.0,,
API_MEASURINGPOINT,MSRGPOINTCONDITIONLONGTEXT_TYPE,TextObjectKey,Text Name,String,70.0,,
API_WORK_CENTER,WORKCENTERDESCRIPTIONTYPE,WorkCenterTypeCode,Work Center Type Code,String,2.0,True,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,ValuationCodeIsSufficient,ValCode sufficient,Boolean,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,DunningArea,Dunning Area,String,2.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,PaymentTerms,Payment Terms,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,CorrespncInternalReference,Our Reference,String,12.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,AccountingTransferStatus,Posting Status,String,1.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,TaxDepartureCountry,Tax Departure C/R,String,3.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WarehouseTaskExceptionCode,,String,4.0,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,BOMItemDescriptionLine2,Item Text 2,String,40.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,RFQLifecycleStatus,Status,String,2.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,PayerParty,Payer,String,10.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,RetsMgmtProcessingStatus,Processing Status,String,1.0,,
API_SALESORDER,SALESORDERITEM_TYPE,RequestedQuantityISOUnit,ISO Code Req. Qty,String,3.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYINTERVALTYPE,CapacityNumberOfShifts,,String,1.0,,
API_WORK_CENTER,WORKCENTERCAPACITYINTERVALTYPE,AvailableCapacityIntervalDurn,Interval Duration,String,2.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,MaterialGroup,Material Group,String,9.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ManufacturerMaterial,Material,String,18.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterStandardWorkQtyUnit2,Work Quantity Unit 2,String,3.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,IncotermsLocation2,Incoterms Location 2,String,70.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceContractType,Transaction Type,String,4.0,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,IntervalStartDate,Valid From,Date,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,Supplier,Supplier,String,10.0,,
API_CNTRLREQFORQUOTATION,CENTRALRFQITEMDISTRIBUTIONTYPE,PurchasingGroup,Purchasing Group,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,Division,Division,String,2.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,ScheduledCapReqOpSegSetupDurn,Scheduled Setup,Double,,,
API_RETAILPROMOTION,A_RETAILPROMOTIONTEXT_TYPE,RetailPromotion,Retail Promotion,String,10.0,True,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,BOMItemDescription,Item Text,String,40.0,,
API_FREIGHTORDER,FREIGHTORDEREVENT_TYPE,TransportationOrderStopUUID,Stop UUID,Guid,,,
API_SALESORDER,SALESORDERITEM_TYPE,SalesOrderItemText,Item Description,String,40.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,AbsltPriceDetnExchangeRate,Abs. Exch. Rate Prc.,Decimal,,,
API_RFM_ASSORTMENT_MODULE,EXPLICITASSORTMENTMODULEUSERTYPE,ValidityEndDate,Valid To,Date,,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,LastChangeDateTime,Last Changed,DateTimeOffset,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,SAP__Messages,,Other,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYINTERVALTYPE,CapacityNumberOfCapacities,No. Ind. Capacities,Int16,,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,SAP__Messages,,Other,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,TaxAmount,Tax Amount,Decimal,,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,Assembly,Pegged Requirement,String,18.0,,
API_SRVCCANCELLATIONREASON,SRVCCANCELLATIONREASONTEXT_TYPE,ServiceContrCancellationReason,Cancellation Reason,String,4.0,True,
API_WORK_CENTER,WORKCENTERHEADERTYPE,Capacity,Capacity,String,8.0,,
API_WORK_CENTER,WORKCENTERCAPACITYINTERVALTYPE,StdAvailableCapacityIsValid,Capacity is Valid,Boolean,,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,Size2,Size 2,Decimal,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,CapacityCategoryCode,Capacity Category,String,3.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TransportationEquipmentGroup,Equipment Group,String,3.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityActiveVersion,Active Version,String,2.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,OperationEarliestStartTime,Earliest Start Time,TimeOfDay,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,DiscountInKindEligibility,Qual.f.FreeGoodsDis.,String,1.0,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,CapacityLastChangeDateTime,Capacity Last Change Date Time,DateTimeOffset,,,
API_WORK_CENTER,WORKCENTERDESCRIPTIONTYPE,WorkCenterLastChangeDateTime,Date and Time of Last Change,DateTimeOffset,,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,BOMItemSorter,Sort String,String,10.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,SrvcContrItmRnwlDurnUntISOCode,ISO Code,String,3.0,,
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,NotificationCauseID,Cause,String,4.0,True,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,ProductExternalID,Char,String,40.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,HeaderBillingBlockReason,Billing Block,String,2.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,SalesDocument,SD Document,String,10.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,AllocationTable,Allocation Table,String,10.0,,
API_RETAILPROMOTION,A_RETAILPROMOTIONITEM_TYPE,PromnPlnItmSalesPrice,Promotion sls price,Decimal,,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODUCTSTORLOC_TYPE,MRPArea,MRP Area,String,10.0,True,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,ItemDeliveryAddressID,Address,String,10.0,,
API_RETAILPROMOTION,A_RTLPROMNGLOBALSTOREGROUP_TYPE,SAP__Messages,,Other,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ProjectBillingRequestItemUUID,Item UUID,Guid,,True,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,QuantityIsFixed,Quantity is fixed,Boolean,,,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDT_TYPE,CreatedByUser,Created By,String,12.0,,
API_CNTRLREQFORQUOTATION,CNTRLREQFORQUOTATIONBIDDERTYPE,PartnerCounter,Partner counter,String,3.0,True,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYINTERVALTYPE,AvailableCapacityIntervalDurn,Interval Duration,String,2.0,,
API_WORK_CENTER,WORKCENTERCOSTCENTERTYPE,CostCenterAllocation,Cost Center Allocation,String,4.0,True,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,CustomerTaxClassification8,Tax Class.8 Customer,String,1.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ContactPersonBusinessPartnerId,Contact Person,String,10.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityCategoryCode,Capacity Category,String,3.0,,
API_RFM_ASSORTMENT_MODULE,EXPLICITASSORTMENTMODULEUSERTYPE,AssortmentModuleUUID,Assortment UUID,Guid,,True,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,IncotermsTransferLocation,Incoterms (Part 2),String,28.0,,
API_FREIGHTBOOKING,FREIGHTBOOKINGDOCREF_TYPE,TranspOrdDocReferenceItmID,BTD Item ID,String,10.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSEORDERTYPE,ConfirmedByUser,Confirmed By,String,12.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,Material,Material,String,18.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,ShippingType,Shipping Type,String,2.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,IncotermsLocation1,Incoterms Location 1,String,70.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,IsIntrastatReportingExcluded,Intrastat Exclusion,Boolean,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,TransactionCurrency,Transaction Currency,String,3.0,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATEHDR_TYPE,PRAMarketingEffctvFrmDte,Effective From Date,Date,,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,OrderQuantityUnitISOCode,ISO Code,String,3.0,,
API_SALESORDER,SALESORDER_TYPE,HdrGeneralIncompletionStatus,Incompletion Status (Header),String,1.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,CarrierAccountNumber,Acct w/ Carrier,String,14.0,,
API_RE_SPACEGROUPTYPE,RESPACEGROUPTYPE_TYPE,REIntegObjSpaceGroupTypeText,Group Type Text,String,60.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,ShippingCondition,Shipping Conditions,String,2.0,,
API_CNSLDTNGROUPSTRUCTURE,CONSOLIDATIONGROUPSTRUCTURE_TYPE,SAP__Messages,,Other,,,
API_SALESORDER,SALESORDERITEM_TYPE,ProductGroup,Product Group,String,9.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,DestinationStopUUID,Destination Stop UUID,Guid,,,
API_CNSLDTNPLANT,CNSLDTNPLANTTEXT_TYPE,SAP__Messages,,Other,,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,TransactionCurrency,Currency,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ProductGroup,Product Group,String,9.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterLastChangeDateTime,Date and Time of Last Change,DateTimeOffset,,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATEHDR_TYPE,PRAMarketingEffctvToDte,Effective To Date,Date,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnSSPRequestor,Requestor,String,60.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,TaxDepartureCountry,Tax Departure C/R,String,3.0,,
API_RFM_ASSORTMENT_MODULE,ASSORTMENTMODULEVERSIONTEXTTYPE,SAP__Messages,,Other,,,
API_RFM_ASSORTMENT_MODULE,ASSORTMENTMODULEVERSIONTEXTTYPE,SAP__Messages,,Other,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,Subtotal6Amount,Subtotal 6,Decimal,,,
API_SALESORDER,SALESORDER_TYPE,OverallSDDocReferenceStatus,Reference Status,String,1.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,ReversalReason,Reversal Reason,String,2.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,RecordType,Reservation Record Type,String,1.0,True,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEMTEXT_TYPE,BillingDocumentRequest,Billing Document Request,String,10.0,True,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,IncotermsVersion,Incoterms Version,String,4.0,,
API_WORK_CENTER,WORKCENTERCAPACITYINTERVALTYPE,CapacityInternalID,Capacity ID,String,8.0,True,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,BOMItemCategory,BOM Item Category,String,1.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterFmlaParamValue2,Formula Parameter Value 2,Decimal,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,Plant,Plant,String,4.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,OverallSDProcessStatus,Overall Status,String,1.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,CreditRelatedPrice,Credit Price,Decimal,,,
API_WORK_CENTER,WORKCENTERCAPACITYINTERVALTYPE,WorkCenterTypeCode,Object Type,String,2.0,True,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,PurchasingDocumentCategory,Purch. Doc. Category,String,1.0,,
API_MEASURINGPOINT,MSRGPOINTCONDITION_TYPE,SAP__Messages,,Other,,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,Carrier,Carrier,String,10.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYINTERVALTYPE,ShiftSequence,,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ProductCharacteristic3,Characteristic 3,String,18.0,,
API_WORK_CENTER,WORKCENTERCAPACITYINTERVALTYPE,CapacityNumberOfCapacities,No. Ind. Capacities,Int16,,,
API_FREIGHTBOOKING,FREIGHTBOOKINGDOCREF_TYPE,TranspOrdDocReferenceItmType,Base Doc. Item Type,String,5.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapOverloadThresholdInPercent,Overload (%),String,3.0,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,BOMItem,BOM Item,String,8.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WBSElementExternalID,WBS Element,String,24.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,EmrkdFndsItmPrdcssrCompleted,"Set to ""Completed""",Boolean,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,PurchasingOrganization,Purchasing Organization,String,4.0,,
API_RFM_ASSORTMENT_MODULE,PRODUCTTOEXPLICITASSORTMENTMDLTYPE,ValidityEndDate,Valid To,Date,,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATEHDR_TYPE,Well,Well,String,15.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ItemVolumeUnitSAPCode,Volume Unit,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTPARTNER_TYPE,Personnel,Personnel Number,String,8.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,CompanyCode,Company Code,String,4.0,,
API_CNSLDTNGROUPSTRUCTURE,CONSOLIDATIONGROUPSTRUCTURE_TYPE,FirstCnsldtnIsAtEndOfPeriod,First Consolidation at End of Period,Boolean,,,
API_CNTRLREQFORQUOTATION,CENTRALRFQITEMDISTRIBUTIONTYPE,CompanyCode,Company Code,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,BillingDocumentRequest,Billing Document Request,String,10.0,True,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MsrgPtMinimumToleranceQuantity,Lower Msmt Tolerance,Double,,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,BillingBlockReason,Billing Block Reason,String,2.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityResponsiblePlanner,Capacity Planner,String,3.0,,
API_RETAILPROMOTION,A_RTLPROMNLOCALSTOREGROUP_TYPE,StoreGroupInternalID,Site Group No.,String,10.0,True,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDOWNTIME_TYPE,PRAStreamTypeCode,Stream type code,String,1.0,True,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,SoldToParty,Sold-to Party,String,10.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,AdditionalMaterialGroup4,Material Group 4,String,3.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceContractItemIsReleased,Checkbox,Boolean,,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,WorkCenterCategoryCode,Work Center Category,String,4.0,,
API_CNSLDTNGROUPSTRUCTURE,CNSLDTNGRPSTRUCMETHASSGMT_TYPE,ConsolidationVersion,Version,String,3.0,True,
